20
100 9900
8 50 455
8 51 867
8 52 739
8 53 337
8 54 377
8 55 820
8 56 39
8 57 471
8 58 593
8 59 931
8 60 6
8 61 917
8 62 415
8 63 533
8 64 456
8 65 465
8 66 405
8 67 322
8 68 460
8 69 995
8 70 333
8 71 393
8 72 863
8 73 113
8 74 623
8 75 744
8 76 636
8 77 603
8 78 234
8 79 706
8 80 800
8 81 383
8 82 171
8 83 48
8 84 337
8 85 253
8 86 442
8 87 282
8 88 445
8 89 561
8 90 497
8 91 868
8 92 106
8 93 604
8 94 744
8 95 725
8 96 155
8 97 590
8 98 599
8 99 381
8 100 881
9 1 913
9 2 413
9 3 670
9 4 77
9 5 34
9 6 481
9 7 14
9 8 860
9 10 638
9 11 414
9 12 397
9 13 915
9 14 462
9 15 480
9 16 556
9 17 900
9 18 991
9 19 874
9 20 697
9 21 360
9 22 646
9 23 626
9 24 454
9 25 557
9 26 876
9 27 189
9 28 576
9 29 668
9 30 424
9 31 658
9 32 65
9 33 43
9 34 995
9 35 886
9 36 968
9 37 322
9 38 299
9 39 90
9 40 266
9 41 871
9 42 594
9 43 324
9 44 157
9 45 599
9 46 597
9 47 60
9 48 357
9 49 874
9 50 951
9 51 871
9 52 205
9 53 497
9 54 737
9 55 355
9 56 364
9 57 995
9 58 835
9 59 407
9 60 432
9 61 475
9 62 748
9 63 513
9 64 171
9 65 111
9 66 606
9 67 494
9 68 863
9 69 955
9 70 374
9 71 10
9 72 148
9 73 95
9 74 940
9 75 704
9 76 941
9 77 786
9 78 727
9 79 884
9 80 961
9 81 667
9 82 315
9 83 929
9 84 411
9 85 989
9 86 567
9 87 979
9 88 818
9 89 921
9 90 820
9 91 487
9 92 595
9 93 264
9 94 376
9 95 686
9 96 127
9 97 742
9 98 581
9 99 612
9 100 980
10 1 731
10 2 700
10 3 630
10 4 346
10 5 527
10 6 379
10 7 414
10 8 342
10 9 208
10 11 287
10 12 370
10 13 702
10 14 167
10 15 322
10 16 471
10 17 248
10 18 644
10 19 316
10 20 143
10 21 357
10 22 112
10 23 210
10 24 630
10 25 403
10 26 14
10 27 756
10 28 226
10 29 428
10 30 570
10 31 37
10 32 855
10 33 980
10 34 252
10 35 699
10 36 631
10 37 767
10 38 530
10 39 84
10 40 137
10 41 935
10 42 901
10 43 807
10 44 60
10 45 756
10 46 327
10 47 401
10 48 904
10 49 888
10 50 754
10 51 27
10 52 582
10 53 281
10 54 625
10 55 2
10 56 733
10 57 22
10 58 70
10 59 865
10 60 370
10 61 572
10 62 142
10 63 228
10 64 643
10 65 428
10 66 787
10 67 453
10 68 613
10 69 591
10 70 348
10 71 419
10 72 889
10 73 461
10 74 198
10 75 67
10 76 897
10 77 789
10 78 916
10 79 541
10 80 685
10 81 866
10 82 93
10 83 133
10 84 530
10 85 878
10 86 904
10 87 780
10 88 286
10 89 978
10 90 905
10 91 208
10 92 210
10 93 994
10 94 320
10 95 527
10 96 992
10 97 177
10 98 733
10 99 276
10 100 321
11 1 469
11 2 155
11 3 942
11 4 242
11 5 637
11 6 342
11 7 34
11 8 708
11 9 515
11 10 6
11 12 282
11 13 594
11 14 3
11 15 556
11 16 221
11 17 187
11 18 983
11 19 394
11 20 962
11 21 599
11 22 70
11 23 105
11 24 787
11 25 481
11 26 749
11 27 344
11 28 400
11 29 849
11 30 816
11 31 959
11 32 616
11 33 983
11 34 132
11 35 956
11 36 534
11 37 744
11 38 226
11 39 933
11 40 720
11 41 344
11 42 9
11 43 358
11 44 856
11 45 897
11 46 168
11 47 473
11 48 401
11 49 475
11 50 974
11 51 990
11 52 980
11 53 35
11 54 713
11 55 523
11 56 968
11 57 90
11 58 216
11 59 350
11 60 921
11 61 27
11 62 923
11 63 480
11 64 552
11 65 68
11 66 857
11 67 762
11 68 639
11 69 150
11 70 579
11 71 449
11 72 877
11 73 718
11 74 199
11 75 735
11 76 156
11 77 284
11 78 90
11 79 123
11 80 681
11 81 688
11 82 215
11 83 80
11 84 666
11 85 92
11 86 86
11 87 51
11 88 994
11 89 688
11 90 142
11 91 1
11 92 326
11 93 110
11 94 577
11 95 112
11 96 883
11 97 623
11 98 925
11 99 502
11 100 641
12 1 96
12 2 912
12 3 284
12 4 485
12 5 407
12 6 505
12 7 861
12 8 990
12 9 385
12 10 29
12 11 966
12 13 558
12 14 908
12 15 542
12 16 84
12 17 953
12 18 358
12 19 976
12 20 6
12 21 570
12 22 844
12 23 887
12 24 759
12 25 43
12 26 972
12 27 335
12 28 816
12 29 351
12 30 655
12 31 73
12 32 741
12 33 331
12 34 896
12 35 870
12 36 767
12 37 450
12 38 562
12 39 979
12 40 594
12 41 103
12 42 490
12 43 502
12 44 862
12 45 891
12 46 163
12 47 579
12 48 296
12 49 135
12 50 46
12 51 792
12 52 745
12 53 941
12 54 424
12 55 994
12 56 667
12 57 212
12 58 759
12 59 760
12 60 174
12 61 203
12 62 195
12 63 610
12 64 513
12 65 949
12 66 820
12 67 357
12 68 545
12 69 634
12 70 243
12 71 189
12 72 105
12 73 738
12 74 768
12 75 958
12 76 886
12 77 21
12 78 836
12 79 561
12 80 505
12 81 273
12 82 66
12 83 903
12 84 88
12 85 669
12 86 481
12 87 84
12 88 536
12 89 577
12 90 241
12 91 1
12 92 259
12 93 110
12 94 102
12 95 572
12 96 703
12 97 821
12 98 249
12 99 384
12 100 357
13 1 930
13 2 773
13 3 912
13 4 131
13 5 299
13 6 511
13 7 383
13 8 631
13 9 974
13 10 193
13 11 769
13 12 158
13 14 711
13 15 273
13 16 349
13 17 831
13 18 536
13 19 590
13 20 983
13 21 317
13 22 54
13 23 546
13 24 825
13 25 188
13 26 360
13 27 446
13 28 512
13 29 763
13 30 935
13 31 986
13 32 851
13 33 191
13 34 846
13 35 498
13 36 753
13 37 276
13 38 966
13 39 109
13 40 96
13 41 413
13 42 158
13 43 103
13 44 394
13 45 884
13 46 418
13 47 771
13 48 696
13 49 655
13 50 716
13 51 538
13 52 661
13 53 359
13 54 791
13 55 984
13 56 243
13 57 448
13 58 256
13 59 324
13 60 81
13 61 400
13 62 678
13 63 98
13 64 704
13 65 733
13 66 542
13 67 724
13 68 342
13 69 748
13 70 134
13 71 286
13 72 925
13 73 597
13 74 729
13 75 483
13 76 902
13 77 488
13 78 223
13 79 68
13 80 898
13 81 846
13 82 750
13 83 850
13 84 168
13 85 800
13 86 559
13 87 967
13 88 273
13 89 642
13 90 455
13 91 982
13 92 265
13 93 439
13 94 621
13 95 918
13 96 381
13 97 875
13 98 866
13 99 26
13 100 355
14 1 459
14 2 398
14 3 506
14 4 427
14 5 598
14 6 597
14 7 473
14 8 977
14 9 45
14 10 982
14 11 664
14 12 612
14 13 355
14 15 31
14 16 210
14 17 3
14 18 430
14 19 799
14 20 818
14 21 844
14 22 751
14 23 309
14 24 881
14 25 816
14 26 281
14 27 711
14 28 469
14 29 590
14 30 759
14 31 290
14 32 244
14 33 592
14 34 563
14 35 425
14 36 938
14 37 48
14 38 791
14 39 28
14 40 544
14 41 141
14 42 590
14 43 526
14 44 24
14 45 394
14 46 806
14 47 872
14 48 692
14 49 566
14 50 42
14 51 175
14 52 978
14 53 589
14 54 961
14 55 33
14 56 32
14 57 443
14 58 146
14 59 491
14 60 355
14 61 741
14 62 842
14 63 679
14 64 127
14 65 685
14 66 255
14 67 81
14 68 301
14 69 288
14 70 940
14 71 995
14 72 900
14 73 680
14 74 754
14 75 626
14 76 846
14 77 945
14 78 347
14 79 191
14 80 222
14 81 348
14 82 559
14 83 703
14 84 222
14 85 962
14 86 638
14 87 170
14 88 24
14 89 249
14 90 307
14 91 992
14 92 996
14 93 529
14 94 81
14 95 425
14 96 819
14 97 621
14 98 274
14 99 489
14 100 581
15 1 320
15 2 50
15 3 250
15 4 502
15 5 772
15 6 961
15 7 460
15 8 981
15 9 285
15 10 886
15 11 362
15 12 165
15 13 62
15 14 963
15 16 141
15 17 548
15 18 820
15 19 86
15 20 953
15 21 35
15 22 614
15 23 299
15 24 443
15 25 956
15 26 415
15 27 825
15 28 93
15 29 493
15 30 565
15 31 837
15 32 836
15 33 414
15 34 349
15 35 818
15 36 574
15 37 389
15 38 234
15 39 363
15 40 323
15 41 786
15 42 613
15 43 94
15 44 742
15 45 942
15 46 31
15 47 212
15 48 774
15 49 359
15 50 397
15 51 411
15 52 463
15 53 210
15 54 424
15 55 882
15 56 35
15 57 341
15 58 773
15 59 864
15 60 542
15 61 398
15 62 245
15 63 65
15 64 421
15 65 747
15 66 49
15 67 759
15 68 934
15 69 124
15 70 444
15 71 245
15 72 796
15 73 717
15 74 813
15 75 510
15 76 461
15 77 791
15 78 616
15 79 558
15 80 68
15 81 777
15 82 235
15 83 82
15 84 379
15 85 927
15 86 483
15 87 854
15 88 602
15 89 22
15 90 881
15 91 15
15 92 158
15 93 447
15 94 508
15 95 785
15 96 627
15 97 933
15 98 993
15 99 728
15 100 905
16 1 852
16 2 204
16 3 13
16 4 541
16 5 185
16 6 208
16 7 306
16 8 555
16 9 913
16 10 503
16 11 865
16 12 796
16 13 737
16 14 454
16 15 477
16 17 479
16 18 85
16 19 26
16 20 351
16 21 693
16 22 754
16 23 886
16 24 627
16 25 920
16 26 781
16 27 439
16 28 158
16 29 366
16 30 415
16 31 692
16 32 941
16 33 753
16 34 777
16 35 236
16 36 666
16 37 93
16 38 887
16 39 747
16 40 327
16 41 246
16 42 254
16 43 787
16 44 485
16 45 20
16 46 870
16 47 796
16 48 970
16 49 848
16 50 797
16 51 970
16 52 982
16 53 459
16 54 120
16 55 922
16 56 394
16 57 965
16 58 135
16 59 940
16 60 188
16 61 30
16 62 894
16 63 975
16 64 405
16 65 600
16 66 597
16 67 934
16 68 185
16 69 336
16 70 419
16 71 447
16 72 914
16 73 826
16 74 254
16 75 370
16 76 567
16 77 682
16 78 264
16 79 376
16 80 602
16 81 300
16 82 758
16 83 491
16 84 503
16 85 900
16 86 743
16 87 352
16 88 373
16 89 93
16 90 669
16 91 943
16 92 282
16 93 533
16 94 224
16 95 399
16 96 911
16 97 280
16 98 65
16 99 979
16 100 358
17 1 434
17 2 734
17 3 971
17 4 254
17 5 357
17 6 392
17 7 638
17 8 609
17 9 191
17 10 590
17 11 438
17 12 760
17 13 805
17 14 819
17 15 294
17 16 192
17 18 892
17 19 989
17 20 706
17 21 327
17 22 428
17 23 764
17 24 307
17 25 544
17 26 670
17 27 854
17 28 974
17 29 985
17 30 282
17 31 475
17 32 121
17 33 509
17 34 274
17 35 213
17 36 747
17 37 720
17 38 312
17 39 625
17 40 879
17 41 341
17 42 718
17 43 246
17 44 218
17 45 326
17 46 203
17 47 348
17 48 624
17 49 630
17 50 388
17 51 441
17 52 545
17 53 631
17 54 302
17 55 344
17 56 66
17 57 872
17 58 501
17 59 78
17 60 323
17 61 276
17 62 336
17 63 214
17 64 572
17 65 123
17 66 253
17 67 508
17 68 705
17 69 173
17 70 529
17 71 166
17 72 717
17 73 475
17 74 193
17 75 799
17 76 782
17 77 79
17 78 827
17 79 359
17 80 38
17 81 795
17 82 277
17 83 619
17 84 515
17 85 262
17 86 439
17 87 389
17 88 15
17 89 208
17 90 431
17 91 475
17 92 151
17 93 985
17 94 429
17 95 830
17 96 836
17 97 243
17 98 470
17 99 603
17 100 428
18 1 17
18 2 781
18 3 859
18 4 168
18 5 220
18 6 347
18 7 974
18 8 876
18 9 407
18 10 994
18 11 834
18 12 717
18 13 81
18 14 163
18 15 551
18 16 306
18 17 131
18 19 638
18 20 29
18 21 332
18 22 907
18 23 905
18 24 80
18 25 647
18 26 726
18 27 602
18 28 918
18 29 43
18 30 900
18 31 220
18 32 605
18 33 118
18 34 294
18 35 112
18 36 705
18 37 308
18 38 262
18 39 824
18 40 237
18 41 183
18 42 666
18 43 934
18 44 153
18 45 142
18 46 7
18 47 214
18 48 408
18 49 602
18 50 454
18 51 407
18 52 941
18 53 947
18 54 505
18 55 690
18 56 826
18 57 965
18 58 160
18 59 296
18 60 81
18 61 57
18 62 227
18 63 226
18 64 995
18 65 688
18 66 142
18 67 443
18 68 853
18 69 835
18 70 51
18 71 948
18 72 399
18 73 400
18 74 216
18 75 375
18 76 431
18 77 252
18 78 256
18 79 532
18 80 924
18 81 167
18 82 996
18 83 259
18 84 197
18 85 659
18 86 107
18 87 673
18 88 533
18 89 1
18 90 765
18 91 845
18 92 990
18 93 325
18 94 31
18 95 385
18 96 218
18 97 823
18 98 197
18 99 368
18 100 124
19 1 932
19 2 459
19 3 362
19 4 606
19 5 457
19 6 440
19 7 8
19 8 127
19 9 882
19 10 159
19 11 180
19 12 920
19 13 187
19 14 514
19 15 80
19 16 580
19 17 502
19 18 943
19 20 958
19 21 789
19 22 368
19 23 779
19 24 988
19 25 582
19 26 893
19 27 441
19 28 255
19 29 913
19 30 662
19 31 619
19 32 830
19 33 218
19 34 768
19 35 691
19 36 494
19 37 512
19 38 978
19 39 875
19 40 385
19 41 706
19 42 84
19 43 945
19 44 629
19 45 628
19 46 820
19 47 623
19 48 990
19 49 373
19 50 823
19 51 501
19 52 284
19 53 876
19 54 555
19 55 425
19 56 882
19 57 664
19 58 590
19 59 165
19 60 417
19 61 16
19 62 641
19 63 432
19 64 933
19 65 962
19 66 604
19 67 517
19 68 465
19 69 611
19 70 599
19 71 892
19 72 90
19 73 91
19 74 562
19 75 383
19 76 270
19 77 548
19 78 955
19 79 216
19 80 569
19 81 326
19 82 79
19 83 885
19 84 598
19 85 83
19 86 501
19 87 50
19 88 733
19 89 883
19 90 725
19 91 213
19 92 445
19 93 13
19 94 100
19 95 502
19 96 38
19 97 509
19 98 117
19 99 769
19 100 535
20 1 853
20 2 619
20 3 959
20 4 506
20 5 433
20 6 984
20 7 515
20 8 990
20 9 420
20 10 930
20 11 445
20 12 368
20 13 836
20 14 248
20 15 539
20 16 804
20 17 734
20 18 195
20 19 789
20 21 940
20 22 422
20 23 82
20 24 74
20 25 108
20 26 495
20 27 611
20 28 766
20 29 448
20 30 301
20 31 354
20 32 320
20 33 853
20 34 454
20 35 676
20 36 738
20 37 162
20 38 655
20 39 939
20 40 583
20 41 651
20 42 427
20 43 177
20 44 576
20 45 715
20 46 760
20 47 108
20 48 751
20 49 505
20 50 95
20 51 4
20 52 505
20 53 122
20 54 338
20 55 194
20 56 393
20 57 999
20 58 988
20 59 470
20 60 729
20 61 767
20 62 83
20 63 15
20 64 196
20 65 543
20 66 868
20 67 452
20 68 461
20 69 363
20 70 260
20 71 638
20 72 560
20 73 933
20 74 963
20 75 498
20 76 756
20 77 619
20 78 187
20 79 119
20 80 574
20 81 72
20 82 432
20 83 247
20 84 411
20 85 207
20 86 299
20 87 136
20 88 126
20 89 1
20 90 299
20 91 752
20 92 658
20 93 288
20 94 732
20 95 386
20 96 910
20 97 122
20 98 274
20 99 215
20 100 444
21 1 649
21 2 948
21 3 707
21 4 156
21 5 465
21 6 940
21 7 700
21 8 494
21 9 235
21 10 131
21 11 572
21 12 499
21 13 965
21 14 770
21 15 499
21 16 59
21 17 204
21 18 218
21 19 49
21 20 18
21 22 632
21 23 49
21 24 344
21 25 991
21 26 456
21 27 117
21 28 806
21 29 880
21 30 940
21 31 172
21 32 60
21 33 629
21 34 478
21 35 168
21 36 621
21 37 255
21 38 899
21 39 20
21 40 566
21 41 68
21 42 980
21 43 752
21 44 215
21 45 811
21 46 474
21 47 218
21 48 608
21 49 381
21 50 661
21 51 123
21 52 134
21 53 658
21 54 429
21 55 600
21 56 218
21 57 322
21 58 186
21 59 570
21 60 834
21 61 99
21 62 910
21 63 683
21 64 65
21 65 838
21 66 691
21 67 841
21 68 142
21 69 733
21 70 718
21 71 682
21 72 21
21 73 887
21 74 299
21 75 708
21 76 385
21 77 666
21 78 736
21 79 671
21 80 344
21 81 233
21 82 712
21 83 659
21 84 355
21 85 398
21 86 290
21 87 865
21 88 288
21 89 440
21 90 736
21 91 160
21 92 183
21 93 747
21 94 24
21 95 818
21 96 29
21 97 695
21 98 160
21 99 924
21 100 741
22 1 487
22 2 889
22 3 179
22 4 503
22 5 471
22 6 787
22 7 814
22 8 292
22 9 567
22 10 762
22 11 357
22 12 238
22 13 349
22 14 747
22 15 929
22 16 508
22 17 394
22 18 833
22 19 842
22 20 849
22 21 674
22 23 806
22 24 93
22 25 370
22 26 225
22 27 242
22 28 844
22 29 835
22 30 509
22 31 687
22 32 281
22 33 589
22 34 936
22 35 121
22 36 243
22 37 799
22 38 959
22 39 526
22 40 375
22 41 598
22 42 199
22 43 104
22 44 641
22 45 78
22 46 782
22 47 15
22 48 77
22 49 120
22 50 904
22 51 525
22 52 922
22 53 992
22 54 583
22 55 563
22 56 150
22 57 376
22 58 102
22 59 601
22 60 857
22 61 533
22 62 763
22 63 987
22 64 113
22 65 909
22 66 372
22 67 157
22 68 634
22 69 613
22 70 876
22 71 335
22 72 424
22 73 76
22 74 806
22 75 383
22 76 131
22 77 366
22 78 808
22 79 923
22 80 775
22 81 144
22 82 546
22 83 570
22 84 264
22 85 254
22 86 356
22 87 2
22 88 127
22 89 954
22 90 363
22 91 196
22 92 377
22 93 821
22 94 955
22 95 480
22 96 157
22 97 443
22 98 867
22 99 570
22 100 908
23 1 587
23 2 592
23 3 643
23 4 784
23 5 404
23 6 970
23 7 777
23 8 398
23 9 824
23 10 310
23 11 646
23 12 599
23 13 313
23 14 817
23 15 823
23 16 583
23 17 132
23 18 812
23 19 894
23 20 387
23 21 701
23 22 310
23 24 583
23 25 133
23 26 169
23 27 50
23 28 445
23 29 431
23 30 332
23 31 818
23 32 38
23 33 345
23 34 431
23 35 819
23 36 619
23 37 955
23 38 295
23 39 633
23 40 99
23 41 136
23 42 573
23 43 545
23 44 986
23 45 912
23 46 43
23 47 799
23 48 61
23 49 333
23 50 108
23 51 911
23 52 303
23 53 906
23 54 821
23 55 933
23 56 656
23 57 890
23 58 240
23 59 408
23 60 919
23 61 834
23 62 791
23 63 189
23 64 257
23 65 547
23 66 58
23 67 186
23 68 884
23 69 910
23 70 525
23 71 145
23 72 352
23 73 6
23 74 993
23 75 582
23 76 966
23 77 814
23 78 355
23 79 377
23 80 67
23 81 517
23 82 962
23 83 81
23 84 166
23 85 667
23 86 485
23 87 330
23 88 703
23 89 400
23 90 453
23 91 809
23 92 459
23 93 926
23 94 564
23 95 25
23 96 13
23 97 652
23 98 549
23 99 410
23 100 175
24 1 107
24 2 72
24 3 79
24 4 368
24 5 6
24 6 441
24 7 933
24 8 183
24 9 960
24 10 305
24 11 91
24 12 391
24 13 209
24 14 220
24 15 908
24 16 27
24 17 530
24 18 412
24 19 997
24 20 715
24 21 798
24 22 861
24 23 9
24 25 625
24 26 702
24 27 634
24 28 110
24 29 694
24 30 476
24 31 946
24 32 867
24 33 548
24 34 761
24 35 461
24 36 149
24 37 163
24 38 752
24 39 344
24 40 412
24 41 35
24 42 280
24 43 540
24 44 785
24 45 567
24 46 924
24 47 491
24 48 175
24 49 708
24 50 898
24 51 862
24 52 641
24 53 389
24 54 939
24 55 860
24 56 400
24 57 504
24 58 248
24 59 691
24 60 639
24 61 479
24 62 761
24 63 560
24 64 658
24 65 681
24 66 477
24 67 250
24 68 550
24 69 291
24 70 215
24 71 650
24 72 519
24 73 221
24 74 382
24 75 109
24 76 969
24 77 157
24 78 169
24 79 846
24 80 132
24 81 994
24 82 347
24 83 826
24 84 339
24 85 932
24 86 389
24 87 887
24 88 949
24 89 820
24 90 14
24 91 853
24 92 423
24 93 131
24 94 504
24 95 225
24 96 995
24 97 152
24 98 117
24 99 980
24 100 823
25 1 456
25 2 326
25 3 955
25 4 957
25 5 108
25 6 404
25 7 788
25 8 766
25 9 787
25 10 450
25 11 776
25 12 287
25 13 239
25 14 895
25 15 585
25 16 959
25 17 368
25 18 991
25 19 786
25 20 145
25 21 823
25 22 146
25 23 408
25 24 481
25 26 105
25 27 600
25 28 981
25 29 151
25 30 297
25 31 300
25 32 167
25 33 341
25 34 640
25 35 46
25 36 613
25 37 155
25 38 805
25 39 495
25 40 619
25 41 664
25 42 182
25 43 962
25 44 850
25 45 66
25 46 294
25 47 108
25 48 373
25 49 73
25 50 527
25 51 591
25 52 815
25 53 879
25 54 311
25 55 130
25 56 359
25 57 297
25 58 76
25 59 502
25 60 133
25 61 754
25 62 758
25 63 239
25 64 257
25 65 659
25 66 409
25 67 574
25 68 989
25 69 949
25 70 329
25 71 764
25 72 372
25 73 510
25 74 638
25 75 737
25 76 217
25 77 117
25 78 774
25 79 288
25 80 327
25 81 49
25 82 196
25 83 121
25 84 646
25 85 448
25 86 723
25 87 357
25 88 837
25 89 367
25 90 715
25 91 465
25 92 412
25 93 488
25 94 145
25 95 448
25 96 186
25 97 129
25 98 195
25 99 251
25 100 390
26 1 333
26 2 951
26 3 157
26 4 491
26 5 64
26 6 113
26 7 979
26 8 219
26 9 787
26 10 503
26 11 396
26 12 725
26 13 703
26 14 10
26 15 330
26 16 636
26 17 517
26 18 401
26 19 226
26 20 834
26 21 734
26 22 162
26 23 281
26 24 411
26 25 401
26 27 177
26 28 819
26 29 583
26 30 737
26 31 813
26 32 496
26 33 824
26 34 515
26 35 963
26 36 989
26 37 659
26 38 649
26 39 55
26 40 411
26 41 358
26 42 901
26 43 528
26 44 630
26 45 463
26 46 76
26 47 357
26 48 870
26 49 452
26 50 960
26 51 703
26 52 206
26 53 410
26 54 184
26 55 514
26 56 947
26 57 678
26 58 242
26 59 607
26 60 271
26 61 717
26 62 42
26 63 148
26 64 728
26 65 323
26 66 549
26 67 930
26 68 955
26 69 44
26 70 971
26 71 492
26 72 29
26 73 464
26 74 369
26 75 707
26 76 194
26 77 528
26 78 610
26 79 105
26 80 941
26 81 328
26 82 743
26 83 84
26 84 588
26 85 93
26 86 568
26 87 880
26 88 12
26 89 830
26 90 845
26 91 440
26 92 204
26 93 918
26 94 10
26 95 157
26 96 41
26 97 633
26 98 495
26 99 777
26 100 117
27 1 978
27 2 995
27 3 39
27 4 439
27 5 143
27 6 220
27 7 814
27 8 825
27 9 667
27 10 803
27 11 194
27 12 600
27 13 244
27 14 453
27 15 463
27 16 881
27 17 616
27 18 41
27 19 745
27 20 315
27 21 993
27 22 843
27 23 763
27 24 965
27 25 444
27 26 961
27 28 427
27 29 67
27 30 602
27 31 551
27 32 675
27 33 314
27 34 142
27 35 531
27 36 870
27 37 719
27 38 491
27 39 578
27 40 332
27 41 636
27 42 690
27 43 852
27 44 603
27 45 33
27 46 860
27 47 875
27 48 620
27 49 911
27 50 881
27 51 732
27 52 327
27 53 166
27 54 402
27 55 677
27 56 831
27 57 272
27 58 205
27 59 58
27 60 216
27 61 673
27 62 234
27 63 462
27 64 309
27 65 745
27 66 502
27 67 641
27 68 318
27 69 614
27 70 798
27 71 465
27 72 90
27 73 767
27 74 710
27 75 465
27 76 116
27 77 863
27 78 854
27 79 529
27 80 293
27 81 572
27 82 549
27 83 245
27 84 836
27 85 35
27 86 451
27 87 324
27 88 698
27 89 755
27 90 71
27 91 488
27 92 628
27 93 909
27 94 407
27 95 289
27 96 962
27 97 828
27 98 176
27 99 58
27 100 872
28 1 617
28 2 719
28 3 84
28 4 619
28 5 681
28 6 668
28 7 327
28 8 404
28 9 158
28 10 630
28 11 140
28 12 175
28 13 698
28 14 880
28 15 947
28 16 547
28 17 665
28 18 26
28 19 301
28 20 845
28 21 312
28 22 194
28 23 661
28 24 790
28 25 542
28 26 893
28 27 345
28 29 546
28 30 843
28 31 313
28 32 696
28 33 9
28 34 420
28 35 346
28 36 846
28 37 724
28 38 364
28 39 337
28 40 271
28 41 582
28 42 737
28 43 205
28 44 355
28 45 384
28 46 679
28 47 721
28 48 178
28 49 550
28 50 366
28 51 655
28 52 99
28 53 859
28 54 99
28 55 291
28 56 900
28 57 913
28 58 234
28 59 810
28 60 374
28 61 997
28 62 508
28 63 24
28 64 674
28 65 736
28 66 292
28 67 53
28 68 759
28 69 817
28 70 31
28 71 286
28 72 914
28 73 801
28 74 124
28 75 556
28 76 105
28 77 505
28 78 386
28 79 812
28 80 571
28 81 98
28 82 811
28 83 392
28 84 197
28 85 302
28 86 174
28 87 365
28 88 322
28 89 791
28 90 736
28 91 92
28 92 428
28 93 189
28 94 106
28 95 225
28 96 407
28 97 890
28 98 107
28 99 424
28 100 186
29 1 420
29 2 360
29 3 289
29 4 453
29 5 145
29 6 819
29 7 724
29 8 18
29 9 188
29 10 902
29 11 740
29 12 646
29 13 72
29 14 450
29 15 589
29 16 770
29 17 631
29 18 284
29 19 374
29 20 507
29 21 220
29 22 524
29 23 944
29 24 101
29 25 92
29 26 789
29 27 994
29 28 692
29 30 31
29 31 519
29 32 624
29 33 156
29 34 381
29 35 842
29 36 8
29 37 34
29 38 860
29 39 550
29 40 542
29 41 597
29 42 891
29 43 853
29 44 750
29 45 536
29 46 66
29 47 453
29 48 74
29 49 841
29 50 823
29 51 587
29 52 60
29 53 640
29 54 984
29 55 807
29 56 225
29 57 894
29 58 68
29 59 547
29 60 598
29 61 28
29 62 625
29 63 232
29 64 876
29 65 619
29 66 968
29 67 914
29 68 247
29 69 32
29 70 832
29 71 40
29 72 273
29 73 173
29 74 428
29 75 104
29 76 495
29 77 210
29 78 256
29 79 78
29 80 934
29 81 928
29 82 109
29 83 793
29 84 146
29 85 705
29 86 669
29 87 523
29 88 236
29 89 667
29 90 228
29 91 163
29 92 758
29 93 498
29 94 20
29 95 239
29 96 250
29 97 610
29 98 198
29 99 114
29 100 264
30 1 998
30 2 667
30 3 76
30 4 908
30 5 209
30 6 91
30 7 84
30 8 117
30 9 835
30 10 459
30 11 186
30 12 311
30 13 754
30 14 488
30 15 379
30 16 568
30 17 131
30 18 868
30 19 187
30 20 679
30 21 254
30 22 569
30 23 577
30 24 480
30 25 470
30 26 523
30 27 85
30 28 758
30 29 838
30 31 610
30 32 537
30 33 603
30 34 554
30 35 983
30 36 820
30 37 152
30 38 647
30 39 70
30 40 522
30 41 621
30 42 287
30 43 169
30 44 183
30 45 167
30 46 94
30 47 173
30 48 757
30 49 34
30 50 432
30 51 179
30 52 989
30 53 264
30 54 81
30 55 737
30 56 705
30 57 407
30 58 649
30 59 732
30 60 531
30 61 194
30 62 359
30 63 374
30 64 136
30 65 534
30 66 17
30 67 375
30 68 133
30 69 197
30 70 875
30 71 583
30 72 651
30 73 982
30 74 946
30 75 551
30 76 643
30 77 791
30 78 987
30 79 642
30 80 202
30 81 620
30 82 830
30 83 705
30 84 508
30 85 193
30 86 663
30 87 483
30 88 161
30 89 343
30 90 546
30 91 71
30 92 564
30 93 209
30 94 590
30 95 667
30 96 30
30 97 109
30 98 573
30 99 778
30 100 118
31 1 105
31 2 597
31 3 756
31 4 741
31 5 738
31 6 784
31 7 89
31 8 760
31 9 515
31 10 92
31 11 87
31 12 763
31 13 204
31 14 142
31 15 317
31 16 971
31 17 203
31 18 45
31 19 871
31 20 79
31 21 10
31 22 87
31 23 398
31 24 6
31 25 74
31 26 533
31 27 661
31 28 276
31 29 394
31 30 919
31 32 632
31 33 387
31 34 938
31 35 918
31 36 472
31 37 480
31 38 572
31 39 837
31 40 955
31 41 111
31 42 479
31 43 693
31 44 595
31 45 61
31 46 592
31 47 678
31 48 895
31 49 866
31 50 917
31 51 568
31 52 974
31 53 636
31 54 854
31 55 576
31 56 372
31 57 402
31 58 661
31 59 799
31 60 161
31 61 75
31 62 718
31 63 532
31 64 20
31 65 295
31 66 556
31 67 446
31 68 923
31 69 142
31 70 74
31 71 896
31 72 900
31 73 325
31 74 823
31 75 703
31 76 224
31 77 115
31 78 881
31 79 53
31 80 763
31 81 104
31 82 848
31 83 825
31 84 451
31 85 734
31 86 992
31 87 704
31 88 631
31 89 936
31 90 328
31 91 850
31 92 610
31 93 773
31 94 333
31 95 462
31 96 558
31 97 198
31 98 415
31 99 756
31 100 709
32 1 348
32 2 467
32 3 66
32 4 504
